poiId,city,poiName,commentCount,commentScore,heatScore,sightLevelStr,price,latitude,longitude,tagNameList,shortFeatures,reference_time,summary,opening_hours
55421166,Shanghai,Disney Pixar Toy Story,49,4.6,3.7,,0.0,31.143674,121.657181,Theme Parks,,0.5-1 day,"The Disney Pixar Toy Story Park was opened in April 2018 and is the seventh park of Shanghai Disney Resort. The park includes three new amusement facilities - Spring Dog Spinning, Hugging Dragon Racing, and Woody Cowboy Carnival, a unique themed area for meeting Disney friends - Friendship Station, as well as El Toy Store and Toy Box Banquet Square, which offer immersive shopping and dining experiences.",
28381125,Shanghai,Mickey Avenue,519,4.7,3.6,,0.0,31.14183,121.661584,Other Experiences; Nighttime sightseeing,,1-2 hours,"Entering Shanghai Disneyland, the first step is onto Mickey Avenue, which is the first welcoming avenue in the world of Disney parks with Mickey and his companions as the theme. Minnie, Donald Duck, Daisy, Goofy, Pluto and other companions will gather here. This colorful street is divided into four blocks, where you can warmly embrace and take photos with your favorite Disney friends. Among the various shops on the street, the ""M Street Shopping Gallery"" offers a wide selection of gifts and souvenirs within the amusement park.",Opens at 08:30-20:00
56562275,Guangzhou,River Rafting,21,5.0,3.6,,0.0,23.002617,113.324735,Rafting,,2-3 hours,"Dear children and adults, take your children on an adventure in the drifting river jungle, through fairy tale like glacier tunnels, and experience the thrilling rock wave zone. Let's give you an endless journey of fun!",
10520131,Shanghai,Anfu Road,158,4.7,5.1,,0.0,31.213934,121.443439,Featured Neighborhoods,,1-2 hours,"Anfu Road is associated with drama and is one of the representatives of Shanghai's literary and artistic style. Anfu Road, with art as its core, extends from the inside out, so there are also many coffee shops and wine cellars. On a weekend morning, a few pedestrians passed by sparsely on the road. At this moment, if you choose a coffee shop with fewer people and look out the window alone, you can experience the unique quietness of Shanghai. After the rain, the slightly damp sunlight shines through the glass. If you take a taxi to Anfu Road, the understanding driver will say, ""Oh! Are you going to watch a play","Open year round, 24/7"
10559194,Shanghai,Shanghai Happy Valley,24377,4.7,7.3,,99.0,31.096487,121.216324,Theme Parks; Nighttime sightseeing,,1 day,"Shanghai Happy Valley travel guide is here! As a happy place in the bustling city of ""dynamic, fashionable and passionate"", Shanghai Happy Valley has celebrated various festivals throughout the year, such as the New Year China-Chic Festival, the doting season, the Super Children's Day, the EV syllable, the Magic Lamp Festival, the Marvel Tide Festival and so on; There are also wonderful performances from all over the world gathered here, such as the large-scale cross media live water show ""Sky Sky Water Extreme"", the film and television special effects live play ""New Shanghai Beach Wind and Cloud"", as well as the joyful sea lion show, comedy show, dunk show and other zero distance programs that are performed daily, 365 days of non-stop joy! Let's take a look with Xiaogu. (1) When entering the Happy Hour area from the main entrance, the first thing that catches the eye is the Happy Hour area! A relaxed and enjoyable gaming experience, suitable for families to check-in happily! 【 Joyful Collision 】 Enjoy galloping in the colorful parking lot, experience passion in collisions, capture pleasure in passion, and let you touch it all at once! Gu Mu You Long is known as the ""pioneer of roller coaster industry"", using super structured American southern pine wood as the main material. It has a 1200 meter whistling journey and over 10 zero gravity space experiences, challenging speed and passion! The Twin Towers Space Shuttle, with one tower launching at high speed from bottom to top and the other rapidly descending from top to bottom. In the up and down reciprocating motion, it perfectly combines the two pole experience of ejection and falling. The palace style double decker carousel, with galloping horses, takes you to a fairy tale like dreamland, sparking endless imagination. [Dreamy Top] The large turntable revolves, the small turntable rotates, and the cabin rotates centrifugally, providing a composite experience that allows you to enjoy excitement and joy while spinning. Do you still remember the first human dream of flying? Sitting on a swinging umbrella, swirling and dancing in the air, one after another, floating up and down, hovering like a silver swallow in the clear sky! （2） Shanghai Beach District's ""Ultimate Wind"" is the world's new generation of suspended roller coasters, known as ""roller coasters"", allowing you to experience the magical acceleration of free fall from a vertical drop of 60 meters. The large pendulum delivers you to a height of 15 floors at a speed of 110km/h, experiencing the pleasure of acceleration, deceleration, overweight, and weightlessness, and enjoying the beautiful scenery of the sea and sky. The back and forth swing of 'Sea like Years' from slow to fast is like being in a turbulent sea, sometimes rushing up the waves, sometimes falling to the bottom of the waves, feeling the danger of riding the wind and breaking the waves, and challenging the limits of psychological endurance. The alternating sensations of weightlessness and overweight are thrilling and unforgettable. During peak hours, the 22 meter bouncing tower is rapidly stimulated and slowly rises to high altitude. After pausing for a few seconds, it suddenly drops and rises rapidly again without any warning, constantly feeling the ups and downs of the heartbeat. With the cheers of falling together, enjoy the beautiful scenery of the distant sky. （3） Shangri La District's Blue Moon Flying Car accelerates at a speed of 110 kilometers per hour, dives at a height of 30 meters, and accelerates rapidly in 2 seconds, bringing you the exhilaration of free flying! Canyon Drifting: The winding 369 meter long river extends into the hard interior of the canyon, taking you through the canyon and embarking on a romantic drifting journey! Spin and glide on a 90 meter long undulating track, feeling the howling wind and letting your mood soar. （4） The newly introduced suspended family roller coaster in the Happy Ocean Zone [Ocean Adventure] features a blue sky above and a flowing fountain below, taking you and your family to joyfully ride between heaven and earth. As you immerse yourself in the cabin of the airship, your flight journey immediately begins. At times, it flies in the sky, and at other times, it glides over the water, splashing joyful splashes of water. You enjoy the joy of flying while constantly diving, spinning, and chasing. 【 Ocean Star 】 6D simulated roller coaster, traversing through real scenes and screen shadows, experiencing the speed and weightlessness of a real roller coaster through ups and downs, screaming constantly, and having endless fun. 【 Rainbow Vortex 】 Being in the 'Rainbow Vortex', constantly turning the steering wheel in your hand, the cup also keeps spinning, the faster it turns. Hurry up and have an eternal chase with them! （5） Standing at the highest point of the park, Jinyin Island in Jinjin Town offers a panoramic view of the beautiful valley with misty clouds and rosy clouds, towering trees with emerald colors flowing, and a babbling stream with green water. The entire park scenery comes into view, including Sheshan and Yuehu. 【 Mining Adventure 】 The all-new 'Mining Adventure' returns with a heavy return, incorporating steampunk style design to create a 360 degree fully sensory immersive experience! The 'mine tunnel' creates a mysterious steampunk charm; Sound effects, hot air, and water mist bring an experience, diving into mine caves, leaping over steam engines, and shuttling between gears, perfectly combining speed and adventure! （6） The classic water project of Hurricane Bay Area's ""Rushing Forward"" is a thrilling and exhilarating experience as it rushes down from a height of 26 meters, creating a splash of water that fills the air. The perfect storm, known as the ""drum washing machine"", is a 360 degree super ""spinning"" that perfectly combines with the music fountain water curtain. Only after playing it can you know what it means to be mesmerized. [Rapid Whirlwind] Introducing a new multi-dimensional rotation project, riding on an 18 meter high-altitude ""windmill"", 360 ° flipping, twisting, swinging... Experience the speed and passion of rotation! 【 Magical Straw Hats 】 Five magical big straw hats, spinning and soaring, sway and dance vigorously in the dynamic music, with endless fun.",Open at 09:30-21:30(Admission ends at 20:30)
56294516,Shanghai,Wooden Coaster-Fireball,25,4.8,2.6,,0.0,31.09656,121.218417,Other Experiences,,0.5-1 hour,"The world's oldest wooden roller coaster, made mainly of American Southern pine wood, known as a super structural material, is built along the lake embankment, providing visitors with over 10 experiences of zero gravity in space, challenging the lightness that life cannot bear! Bring a 1200 meter whistling journey.",
140972327,Shanghai,Speed Racing Go-Kart Club,12,5.0,2.7,,99.0,31.094727,121.219376,Karting,,,"This is located next to the Shanghai Happy Valley Tourist Center, and you can experience it without entering the scenic area. The project covers a total area of 12000 square meters, with a track length of 700 meters and a track width of 8 meters. It will officially open to the public in the summer of 2023. Extreme Speed Kart is a jungle karting project that allows you to travel through the jungle and experience the real-life version of speed and passion. There are 200cc fuel powered go karts available here, including single person go karts suitable for competition, as well as double person go karts designed for families and couples, to meet the driving experience of drivers of all levels. Before starting the real competition, every ""driver"" will receive professional training from the coach in the tutorial room, from safety knowledge to track driving techniques, to ensure that everyone is ""certified"", even beginners can quickly get started. Put on your racing suit and helmet, and race freely on various curves, drifting as you please. The timing system provides comprehensive and accurate record and query functions for the entire project, with timing and ranking for each round of competition, making real-time results clear at a glance. Considering safety protection, ""Extreme Speed"" has specially prepared a racing training class to provide safety training for each racer before entering, allowing everyone to quickly master the skills of karting.",Opens at 09:30-18:00
142211756,Shanghai,Shanghai Happy Valley Bungee Jumping and Zip-Lining,6,5.0,3.1,,0.0,31.097128,121.218022,Bungee Jumping,,,"The newly opened bungee jumping event is located at the junction of the ""Happy Hour"" area and the ""Shanghai Beach"" area. The time is around 10am to 6pm, depending on the weather conditions of the day, and additional fees will be charged. Jumping from a height of 55 meters, most tourists cannot be as carefree as a coach. The experience inevitably resulted in a stiff body, accompanied by falling movements not only by the sound of the wind, but also screams piercing through the sky. At the moment of bottoming out and rebounding, my heart was lifted to my throat. Some stretched out in the air like 'yes', while others were so scared that they closed their eyes tightly and were frozen in various poses in the air.",Opens at 10:00-17:30
52118856,Shanghai,Canyon Drifting,10,4.5,3.5,,0.0,31.097688,121.214777,Rafting,,2-3 hours,"Canyon drifting is a classic water amusement project in Happy Valley, taking you through canyons, rockeries, culverts, forest farms, flower seas... for a romantic drifting adventure.",
112366213,Shanghai,Lujiazui Skywalk,17,4.8,3.1,,0.0,31.237715,121.500304,Featured Neighborhoods,,,"The Pudong Lujiazui Sky Pedestrian Corridor is approximately 543 meters long, starting from the second floor of Guojin Center in the west, crossing Yincheng Middle Road, crossing Dongtai Road along the north side of Jinmao Tower to the east, following the Global Financial Center to reach the Lujiazui Ring Road, and connecting with the Lujiazui Circular Sky Corridor. From the corridor, one can overlook the beautiful scenery of the entire Lujiazui Financial City. Citizens can take a leisurely stroll in the air through the aerial corridor, conveniently shuttling between various shopping malls and subway stations.",Opens at 10:00-22:00
78448,Shanghai,Fuxing Park,456,4.6,3.9,,0.0,31.216924,121.469165,City Parks,,1 hour,"Fuxing Park is one of the earliest parks established in Shanghai. More than 80 years ago, this was originally a fertile farmland inhabited by hardworking and poor farmers. Fuxing Park is a French style park with a regular garden layout and a natural style that gradually changes towards the southwest. In recent years, a large number of flowers and trees have been added, with a total of 140 species and over 10000 shrubs, including towering plane trees, as well as precious trees such as seven chestnut trees, oak trees, and maple trees. The Fuxing Park is also very lively at night. The French atmosphere matches the colorful night life. The sound of high-heeled shoes will suddenly come from a peaceful corner, or under the French wutong tree late at night, there are young people waiting for a taxi at the roadside. I always sleep very late here at night in Shanghai.","Open year round, 24/7"
92123,Shanghai,Jing'an Sculpture Park,602,4.7,5.0,,0.0,31.234849,121.46397,City Parks,,,"Jing'an Sculpture Park is the only specialized sculpture park in the center of Shanghai, which serves as an urban public product with ecological, artistic, and cultural functions. Originally just a small green area, this place has now become a park. Although the space is not large and there are not many sculptures, the environment is pleasant, and the selected sculptures are often replaced. This is also a small place where nearby residents often come to exercise.","Open year round, 24/7"
71530793,Shanghai,Yuyuan Fantasy Starry Pavilion,70,3.9,3.7,,39.9,31.228735,121.490824,Activities,,1-3 hours,"Yu Garden Starry Dream Hall is a collection of fashionable exhibition hall design. The whole hall is divided into the first floor of the basement. There are 16 main attractions on the second floor of the basement. There are more than 20 scenic spots in total size, with a total construction area of 800 square meters. B1 is a holy place for taking photos and punching cards with the main theme of freshness and elegance, and every angle of view can enter the mirror with light and color. The B2 floor is the highlight of the entire Starry Sky Pavilion, revised by the experienced designer Lemon and his team throughout the entire process. The entire venue resembles a Tai Chi diagram, divided in half by a curved wall in the middle, with the cathode being the gloomy and gentle Jellyfish Pavilion and the anode being the light of the forest. The B2 building has a total area of 455 square meters, and the entire scene is created by mirrors, with six sides of reality and virtuality complementing each other, resembling the boundless feeling of Tai Chi. Experience the vastness of the starry sky in 360 degrees, and experience the changes of light and shadow in infinite space. Double layered linkage, 16 new themed works, over 30 photo points, allowing you to experience the beauty of stillness and movement.",Opens at 10:00-21:30(Admission ends at 20:30)
82976758,Shanghai,Dishui Lake Park Children's Playground,6,4.3,2.8,,0.0,30.888014,121.948854,Amusement Parks,,0.5-1 day,"Dishui Lake Children's Park is located in Lingang New City, at the southeast end of Shanghai, on the east coast of the East China Sea at the intersection of Hangzhou Bay and the Yangtze River estuary. The total area is 5.56 million square meters. It is a sports park that integrates sports, leisure, and landscape recreation, dedicated to creating outdoor play spaces and meeting the needs of children of different ages as activity venues!",Open at 09:00-16:30
130842872,Shenzhen,Yantian Community Night Market Wenhua Street,4,4.3,3.0,,0.0,22.581911,113.859451,Markets; Featured Neighborhoods; Nighttime sightseeing,,,"During the day, it is an ordinary road, and at night, it is a food and culture street. In Shenzhen, there is a ""limited edition"" treasure night market called Yantian Street. Here, you can taste the taste of your hometown and enjoy the vitality of Shenzhen. Starting from here, let's explore Shenzhen's night economy together.",
18134058,Shenzhen,Hua Art Museum,45,4.4,3.3,,0.0,22.53293,113.982933,Art Museums,,1-2 hours,"Hua · Art Museum is a design themed art museum that was officially established on September 1, 2008 in Shenzhen Overseas Chinese Town. It is adjacent to He Xiangning Art Museum and three major cultural tourism attractions, ""Splendid China"", ""Chinese Folk Culture Village"", and ""Window of the World"". Hua Art Museum focuses on and promotes design as its main development direction, including graphic design, spatial design, product design, clothing design, digital, imaging, animation and other design fields. At the same time, it will also pay attention to contemporary art and various diverse art activities, actively exploring and reflecting the relationship between design and contemporary art. Committed to introducing cutting-edge design concepts from both domestic and international sources, discovering and showcasing innovative design trends, discovering and cultivating art and design talents, providing the public with a rich and diverse window of design and artistic culture, and promoting the development of China's design field through planning and hosting special exhibitions, holding public lectures, organizing academic forums and domestic and international exchange and learning activities, and conducting design education. The main building of the Hua Art Museum was renovated from an old warehouse, and a hexagonal steel structure overlapped with a glass curtain wall to create an independent skin outside the old building, preserving the history and significance of the past architecture under the cutting-edge architectural appearance. The Hua Art Museum has a building area of over 3000 square meters, including a controllable temperature exhibition hall area of 2000 square meters, and also has a controllable temperature painting library, providing a professional environment and conditions for art display and collection.",Open at  10:00-17:30(Admission ends at 17:00)
76150,Shanghai,Former Residence of Lu Xun in Shanghai,195,4.5,3.6,,0.0,31.266075,121.484644,Famous Residences,,0.5-1 hour,,Open at  09:00-16:00
92092,Shanghai,Lu Xun Memorial Hall,206,4.6,3.6,,0.0,31.269751,121.483889,Memorial Halls,,1-2 hours,"In the southeast corner of Lu Xun Park in Hongkou District, there is the Shanghai Lu Xun Memorial Hall. The building is a simple and elegant two-story courtyard style building, giving the impression of blue tiles and white walls, simple and peaceful. Here, you can visit Mr. Lu Xun's manuscripts, as well as precious items such as clothing, daily necessities, letters, photos, and books from his lifetime, allowing people to understand him from various details. The Shanghai Lu Xun Memorial Hall was opened in 1951 and was the first character themed memorial hall after the founding of the People's Republic of China. Arriving here, you can see the name of the museum on the mountain wall. In front of the courtyard of the museum, there is an inner garden called ""Hundred Grass Garden"". The garden is lush with branches and leaves, and the corners are covered with Polygonum multiflorum. There is a water well in the garden, as well as a boat with a black canopy. The stone well railing and boat with a black canopy are all from Shaoxing, the hometown of Lu Xun. On the first floor of the memorial hall, there is a cultural celebrity library called ""Chaohua Library"" and a special exhibition hall called ""Benliu Art Garden"", and there are often various forms of special cultural exhibitions. The second floor is the exhibition hall of Lu Xun's life, which is the main exhibition area. The cultural relics in the collection are mainly collected over the years, as well as donated by Lu Xun's wife Xu Guangping and his friends during his lifetime. You can see Mr. Lu Xun's manuscripts, clothing, daily necessities, and numerous precious photos. Through detailed graphic and textual introductions, you can learn about Mr. Lu Xun's life stories. The plaster facial mask of Mr. Lu Xun collected in the museum is worth seeing. It was made by a Japanese friend from Mr. Lu Xun's remains on the day of his death. The whiskers and eyebrows stuck on it are the only original objects left by Mr. Lu Xun. In addition, you can also see the scene of Neishan Bookstore in the museum, as well as various versions of books by Mr. Lu Xun's works. In addition, the tomb of Lu Xun is located in the nearby Lu Xun Park and can be visited for worship. The memorial hall is adjacent to Tian'ai Road and Shanyin Road, which are two tree lined alleys filled with romantic and artistic atmosphere. You can also go for a walk. And the former residence of Lu Xun on Shanyin Road is the former residence of Mr. Lu Xun in Shanghai, which can be visited on the way. It takes about 7 minutes to walk there.",Open at  09:00-17:00(Admission ends at 16:00)
90994,Shanghai,Tian'ai Road,467,4.5,3.6,,0.0,31.26514,121.483426,Featured Neighborhoods,,0.5-1 hour,"Sweet Love Road is a romantic love road in Shanghai, with wooden frames every two meters on both sides of the road engraved with 28 famous Chinese and foreign love poems, forming a ""love wall"". There is also a love mailbox at the intersection, where many young people come specifically to deliver postcards stamped with love stamps, mailing romance and true feelings to them. Sweet Love Road is a small road in Hongkou District, starting from Sichuan North Road in the south and adjacent to Lu Xun Park in the north, only about 600 meters long. Because of the romantic love story of the Cowherd and Weaver Girl that has been passed down here, and the older generation believes that couples who hold hands and walk this path can harvest eternal and happy love. At the intersection of Sweet Love Road, there stands a pair of bronze statues of a couple, and two rows of tall water spruce trees stand neatly on the roadside, providing shade in summer. There are charming houses along the roadside, and there are also many unique small shops and coffee shops along the street. Take your significant other and walk around here, experiencing the rare tranquility of this city together and reliving the feeling of first love. The love mailbox here is very popular, with a love postmark printed with the English word ""LOVE"". Sending postcards or letters to ""him"" or ""her"" from this mailbox is a simple and romantic way of blessing.",
76151,Shanghai,Lu Xun Park,731,4.5,4.4,,0.0,31.271718,121.483604,City Parks,,3-4 hours,"Lu Xun Park, formerly known as Hongkou Park, was a place where Mr. Lu Xun often came for walks. In 1956, on the eve of the 20th anniversary of Lu Xun's death, the Lu Xun Tomb was built in Hongkou Park. After its completion, Lu Xun's coffin was solemnly relocated from the Western Suburban International Cemetery to this place. There is a statue of Lu Xun sitting on the lawn in front of the tomb, with a serene face and deep and divine gaze. There is an inscription on the tombstone: 'Tomb of Mr. Lu Xun'. Under the tombstone lies the base coffin of Lu Xun, which is paved with smooth granite. In addition, the park also has commemorative attractions such as the Lu Xun Memorial Pavilion and Lu Xun Memorial Hall, as well as natural attractions such as the Cherry Blossom Garden, Plum Pavilion, and Plum Garden. It integrates commemorative visits, cultural entertainment, and scenic tours, and has even become an important venue for nearby elderly people and children to exercise, relax, and go hiking. Plum blossoms are mainly planted in the plum garden of Lu Xun Park and the green space at the exit of Line 8, mainly in varieties such as Gong Fen, Meiren Mei, and Green Calyx. Starting from February each year, nearly a hundred plants in the park open one after another, adding a touch of beauty to the Spring Festival. Nearly a thousand Yoshino Sakura trees have been planted in the park, with a flowering period of mid to late March. The flowers bloom first and have five petals, initially a light red color that gradually turns white. They have a large number of flowers and are highly ornamental. Nowadays, Lu Xun Park has undergone a new renovation and restored the style of an ""English style park"", and a new ""lake island"" has been developed. The famous landscape in the park and Shanghai's first sand filter water dispenser built in 1929 are also open to tourists.",Opens at 05:00-21:00
82775,Shanghai,Fengjing Ancient Town,1616,4.3,5.2,,0.0,30.887565,121.015467,Ancient Towns; Nighttime sightseeing,,2-3 hours,"Fengjing Ancient Town is located in the southwest corner of Shanghai and is a typical water town in Jiangnan. As early as more than 2000 years ago, Fengjing Ancient Town already had people living there. The boundary river in the town was the boundary river between the states of Wu and Yue during the Spring and Autumn Period. Due to its location spanning the two borders of Wu and Yue, Fengjing Ancient Town is known as the ""Famous Town of Wu and Yue"". The ancient town is crisscrossed by rivers and has as many as 52 bridges, among which the Zhihe Bridge, built in the Yuan Dynasty, has a history of nearly 700 years. Compared to other popular water towns in Jiangnan, Fengjing doesn't have as many tourists. You can leisurely enjoy the scenery of small bridges and flowing water here. There are two main streets in the ancient town, one is called South Street in the south section, Middle Street in the middle section, and North Street in the north section (although they are named three different sections, they are connected streets), and the other is Heping Street. The two streets intersect at the Fengjing Sanqiao Bridge, forming a ""D"" shape. Fengjing Sanqiao is the center of the ancient town, at the confluence of two rivers, where you can see Qingfeng Bridge, Zhuxing Bridge, and Beifeng Bridge at the same time. Fengjing is the birthplace of Jinshan Farmers' Painting, and you can enjoy a series of paintings with a local flavor at the Jinshan Farmers' Painting Exhibition Center in Shengtang Lane, South Street. There are many art galleries and ancestral homes of famous painters in the ancient town. The Ding Cong Comic Exhibition Hall on North Street displays furniture used by Mr. Ding, while on the second floor, satirical comics can be seen depicting characters vividly. At the Lv Jiren Painting Gallery on Heping Street, you can see paintings by Chen Yifei's classmate Lv Jiren, and there are many Chinese watercolor paintings by Mr. Cheng Shifa in his ancestral home. Generally, tourists enter from the main entrance on the south side of the ancient town, walk to South Street, and slowly stroll along the river to explore the ancient town. Walk northeast from South Street and pass through Zhihe Bridge to reach Middle Street. At the head of Zhongda Street, you can see the boundary between Wu and Yue, with boundary markers erected. In front of you is an inconspicuous small river that used to be the boundary between Wu and Yue. Continue northeast and cross Fengjing Third Bridge to reach North Street. On North Street, you can visit the Shiwang Temple, which was built in the Ming Dynasty and has red walls, as well as the Ding Cong Comic Exhibition Hall. On the south, central, and north streets, there are also long corridors with sheds. There are several sections of such corridors in the ancient town, which are antique and provide shade on sunny days and shelter on rainy days. Step on the bluestone road, return to the location of Fengjing Sanqiao, and then visit another street, Heping Street. First, visit the Three Hundred Gardens (Bai Lan Guan, Bai Deng Guan, Bai Xing Guan), next to which is the Lv Jiren Painting Museum. Walk a little southeast, the former site of the People's Commune is worth a visit, with old-fashioned hot water bottles and telephones from that era, and red suns painted on the walls. Further ahead is the Fengjing Ancient Theater, which faces the street and the river. During peak tourist seasons and holidays, there are free traditional theatrical performances on the theater. Sitting by the window at the Chen She Teahouse across from the theater, enjoying tea and listening to the play, is very relaxing. Walk along the street to visit the ancestral home of Cheng Shifa, and finally cross the bridge to the production street on the other side of the river. There is also a former site of a modern fire department - the East District Fire Administration Association. There is a boat dock above the South Street of Fengjing Ancient Town, where you can also experience the charm of the water town by taking a boat. The first delicacy in the ancient town is Ding Ti. There is a Ding Ti workshop by the Zhihe Bridge on South Street, which introduces the development and production techniques of Ding Ti in the ancient town. The ""Wowo Li Restaurant"" (meaning ""my own home"" in Fengjing dialect) on the production street near Sanqiao in Fengjing is a restaurant with a good environment in the ancient town. It has a long courtyard that creates the appearance of a small bridge flowing water, and its signature dishes are snail stuffed meat and Wuyue tofu. In the long corridor of the production street facing the river, there are numerous shops selling Fengjing roasted food, glutinous rice cake, and more. Among them, smoked silk is very distinctive, meaning ""smoked toad"" in the local dialect of Shanghai suburbs. The taste is great, but first you need to have the courage to taste it. About 4 kilometers away from the ancient town and close to Zhonghong Road, there is also a Chinese peasant painting village, which is quite unique and can be visited together with Fengjing Ancient Town.",Opens at 08:00-16:30(Tickets available until 15:30; admission ends at 16:00)
144315197,Shanghai,Huanghe Road,0,0.0,3.1,,0.0,31.233677,121.471261,Featured Neighborhoods,,,"Shanghai Huanghe Road is a place where food and culture blend together. In the heart of Shanghai, a bustling city, lies a street full of stories and flavors - Huanghe Road. Although its name reminds people of China's mother river, in fact, this street located in Huangpu District, adjacent to Nanjing West Road, is famous for its rich and diverse food culture, becoming a food paradise that diners eagerly explore. In addition to delicious food, the Yellow River Road also carries rich cultural connotations. This used to be a part of the bustling commercial district of Shanghai Beach, witnessing the changes and development of modern Shanghai history. The architectural styles along the street are diverse, including well preserved historical buildings and fashionable shops full of modern atmosphere, showcasing the unique charm of Shanghai as a city. While enjoying delicious food, tourists can also stroll around the streets and alleys, experiencing the perfect fusion of the city's historical heritage and modern atmosphere.","Open year round, 24/7"
76965,Shanghai,Fangsheng Bridge,226,4.6,3.2,,0.0,31.11179,121.055883,Bridges; Nighttime sightseeing,,0.5-1 hour,"Fangsheng Bridge is a landmark attraction of Zhujiajiao Ancient Town, spanning across the Caogang River and connecting the north and south parts of Zhujiajiao Scenic Area. Fangsheng Bridge is a five arch stone bridge in the Shanghai area that is long, large, and high. Standing at the top of the high bridge arch, one can admire the large white walled and black tiled houses, as well as the wooden boats passing under the bridge. The entire ancient town can be seen in full view, making it a place for filming. When the sun sets in the west, enjoying the sunset on the bridge or taking photos of the release bridge under the sunset by the river are both very artistic. The Release Bridge, as the name suggests, encourages people to do good deeds and accumulate virtue. This bridge was first built in the fifth year of the Longqing reign of the Ming Dynasty (1571). The stone arch bridge was donated by a monk named Xingchao from Cimen Temple with his savings from fifteen years of begging. Every lunar first and fifteenth day, monks and pilgrims would organize a ""aquatic animal"" release ceremony under the bridge. This custom has been passed down to this day. However, now there are often vendors selling small fish or turtles at the bridgehead for tourists to ""experience"" the release, which appears very commercialized. The Fangsheng Bridge that we see today was rebuilt in the 17th year of the Qing Dynasty's Jiaqing reign (1812). The entire stone bridge is majestic, with Longmen stone engraved with eight coiled dragons, creating a realistic image. There are four welcoming stone lions on the top of the bridge, looking up and opening their mouths, with a charming and silly appearance. There is a bamboo pillar in the middle, and a carved stone slab is embedded in the center of the bridge deck. There is a stele pavilion built on the east side of the bridge, where you can take a rest after wandering. There is a stone barge built by the water, which is used for boats to dock.","Open year round, 24/7"
76962,Shanghai,North Street,85,4.5,3.1,,0.0,31.110796,121.055209,Featured Neighborhoods,,1-2 hours,"North Street, also known as the ""First Street"" and known as the ""First Street of Ming and Qing Dynasties in Shanghai"", has a history of more than 400 years and a total length of more than two miles. It starts from Fangsheng Bridge in the east and ends at Meizhou Lane in the west for more than 300 meters. It is the representative essence of Ming and Qing architecture. Here, old style residential houses are arranged in rows, with pink walls and grey tiles arranged in a staggered manner. The narrow streets lead to secluded paths, and the stone paths stretch endlessly. Old and famous shops stand on both sides, presenting a picturesque picture of the ancient charm of the Jiangnan water town. North Street is backed by the Caogang River and adjacent to the Fangsheng Bridge. As early as the early days of the ancient town's formation, it was convenient for both water and land transportation, and merchants gathered here, making it a hub for trade. Tea houses, taverns, north-south grocery stores, rice shops, and meat shops are all well-equipped, making it a thriving and ancient commercial center that has been thriving for over a century. It is often referred to as the ""three mile long street with a thousand shops"". Nowadays, there is still a century old shop called ""Han Dalong Sauce Garden"" preserved on the street, and the ancient style still exists; The century old hotel ""Maosun Pavilion"" has just opened; The ancient tea house of the ancient town, the crown of the Shanghai suburbs; Traditional handicraft workshops with a complete range of categories; Antiques, ceramics, flowers and birds, calligraphy and painting, local specialties, handicrafts, and specialty snack shops are all readily available. The streets are filled with store signs fluttering in the wind, with red lanterns hanging high, creating a prosperous scene. North Street is only three to four meters wide, with a narrow section of only two meters. On both sides, there are small brick and wood buildings, and the drip eaves are almost connected, forming a unique landscape of ""One Line Street"". On both sides of the residential buildings, there are flying eaves and upturned corners, the walls of Mashan, and the storefronts are decorated with grid style floor to ceiling long windows. The old-fashioned vermilion painted door panels exude a strong sense of antiquity and elegance. The ""Yunqiao Fishing Music"" antique architectural complex, one of the ten scenic spots in the original ancient town, has also sprung up at the entrance of North Street and Meizhou Lane, shining again. Suggested travel time: 1.5 hours","Open year round, 24/7"
76974,Shanghai,Qingpu Baoguo Temple,16,4.3,2.7,,0.0,31.089796,120.981363,Temples,,1 hour,"The original site of Baoguo Temple, Guanwang Temple, is also a famous ancient temple by Dianshan Lake. It was built in the Ming Dynasty and rebuilt in the 13th year of the Chongzhen reign (1640). To this day, a stone tablet from the Chongzhen era is still preserved in the temple. Due to the worship of the famous Three Kingdoms general Guan Yu, it is named ""Guan Wang Temple"". Over a hundred years ago, the Guanwang Temple was bustling with incense and Buddhist activities were unprecedented. In the following years, there were several wars and most of the buildings were destroyed. By the late 1940s, only the East and West Halls remained. There are two stone tablets in the hall, a large copper bell with a golden Maitreya the size of a thumb on it. The golden Maitreya shimmers with golden light and is priceless. Later, it was stolen and the copper bell was destroyed in 1958. Since then, most of the Guanwang Temple has been damaged, and the incense offerings have gradually declined. However, people have not forgotten the grandeur of Guanwang Temple, and the ancient ginkgo tree behind the temple is a witness to history. In the early 1980s, Guanwang Temple underwent renovation and became increasingly popular. In 1989, Guanwang Temple was designated as the lower house of Shanghai Jade Buddha Temple and named Baoguo Temple. In 1991, a new Guanyin Hall was built, with two floors and a construction area of 950 square meters. The upper floor is a Jade Buddha Hall, and the lower floor houses a camphor wood Guanyin Buddha statue that is over one and two feet high. The current Baoguo Temple covers a total area of 38.5 acres, with a building area of over 5000 square meters. It has a magnificent atmosphere and is crowded with pilgrims, comparable to the ancient temples of Suzhou and Hangzhou.",Open at 07:30-16:00(Admission ends at 15:30)
