name,real_city,avg_price,small_cate,stars,review_count,good_remarks,bad_remarks,longitude,latitude,product_rating,environment_rating,service_rating
Fast 8 Chain Hotel,Shenzhen,192.0,Economy,2.0,20,18.0,2.0,113.842306,22.727801,6.0,6.0,6.0
Donghaido Hotel,Shenzhen,252.0,Economy,2.0,12,8.0,1.0,114.260697,22.587934,6.0,6.0,6.0
Shenzhen Oriental Athens International Business Hotel,Shenzhen,435.0,Upscale,2.0,41,25.0,10.0,113.928365,22.514438,6.0,6.0,6.0
GreenTree Inn Express Hotel,Shenzhen,250.5,Economy,2.0,44,28.0,8.0,114.109551,22.607081,6.0,6.0,6.0
7-day chain hotel,Shenzhen,211.5,Economy,2.0,68,43.0,13.0,114.131625,22.549611,6.0,6.0,6.0
Best Business Hotel,Shenzhen,214.5,Economy,2.0,23,11.0,6.0,113.90052,22.563808,6.0,6.0,6.0
Yueyaxuan Seaview Inn,Shenzhen,289.5,Economy,2.0,4,4.0,0.0,114.518932,22.59279,6.0,6.0,6.0
Welcome Hotel,Shenzhen,285.0,Economy,2.0,52,23.0,18.0,113.968665,22.544699,6.0,6.0,6.0
Fortress of Love,Shenzhen,441.0,Economy,2.0,4,3.0,0.0,114.512375,22.590464,6.0,6.0,6.0
Guimengju Youth Hostel,Shenzhen,400.5,Economy,2.0,95,61.0,18.0,113.928392,22.526864,6.0,6.0,6.0
Tister Seaside Homestay,Shenzhen,244.5,Economy,2.0,1,1.0,0.0,114.425663,22.603293,6.0,6.0,6.0
New Tea Tour,Shenzhen,72.0,Economy,2.0,6,4.0,1.0,114.038598,22.617091,6.0,6.0,6.0
Dapeng Keyu Hotel Apartments,Shenzhen,502.5,Midscale,2.0,14,0.0,0.0,114.473953,22.594919,6.0,6.0,6.0
Liyuan Hotel,Shenzhen,252.0,Midscale,2.0,34,17.0,7.0,114.121942,22.547551,6.0,6.0,6.0
Shenzhen Hawaii International Hotel,Shenzhen,370.5,Upscale,2.0,35,31.0,4.0,113.788103,22.688606,6.0,6.0,6.0
Shengshi Jinhua Hotel,Shenzhen,273.0,Economy,2.0,52,34.0,10.0,114.253734,22.712417,6.0,6.0,6.0
Shenzhen Yisujia Light Luxury Theme Hotel,Shenzhen,639.0,Economy,2.0,18,14.0,4.0,114.519605,22.592046,6.0,6.0,6.0
Hanting Xuan Hotel,Shenzhen,162.0,Economy,2.0,3,2.0,1.0,114.110695,22.687736,6.0,6.0,6.0
Lavender Boutique Inn,Shenzhen,199.5,Economy,2.0,16,12.0,2.0,114.539015,22.484901,6.0,6.0,6.0
Lylton Hotel,Shenzhen,219.0,Midscale,2.0,27,21.0,5.0,113.91578,22.665071,6.0,6.0,6.0
Xiting Hotel,Shenzhen,274.5,Economy,2.0,15,10.0,3.0,114.111519,22.615413,6.0,6.0,6.0
Shenzhen Ouerden Hotel,Shenzhen,237.0,Upscale,2.0,26,23.0,2.0,113.859161,22.77215,6.0,6.0,6.0
Fanshe Inn,Shenzhen,334.5,Economy,2.0,2,2.0,0.0,114.356351,22.609506,6.0,6.0,6.0
Empire Hotel,Shenzhen,192.0,Midscale,2.0,32,14.0,15.0,114.350864,22.684488,6.0,6.0,6.0
Shujie Holiday Hotel,Shenzhen,276.0,Midscale,2.0,21,18.0,3.0,114.190267,22.638779,6.0,6.0,6.0
Shenzhen Bolai Hotel,Shenzhen,397.5,Upscale,2.0,40,27.0,6.0,114.070623,22.63912,6.0,6.0,6.0
Home Inn,Shenzhen,313.5,Economy,2.0,17,10.0,2.0,114.118406,22.536732,6.0,6.0,6.0
Xingjing Kelly Love Theme Hotel,Shenzhen,162.0,Economy,2.0,4,2.0,0.0,114.224615,22.637085,6.0,6.0,6.0
Beijing Apartment,Shenzhen,447.0,Economy,2.0,6,6.0,0.0,113.950416,22.556481,6.0,6.0,6.0
Kitty Girls' Theme Youth Hostel,Shenzhen,100.5,Economy,2.0,6,6.0,0.0,114.105343,22.545127,6.0,6.0,6.0
Parkson Intelligent Hotel,Shenzhen,223.5,Midscale,2.0,48,33.0,12.0,114.345439,22.693738,6.0,6.0,6.0
Splash Duo Duo Inn,Shenzhen,225.0,Economy,2.0,6,4.0,2.0,114.512397,22.589769,6.0,6.0,6.0
Baoli Business Hotel,Shenzhen,150.0,Economy,2.0,30,21.0,5.0,114.072745,22.71393,6.0,6.0,6.0
Qingxin You She Hostel,Shenzhen,34.5,Economy,2.0,1,1.0,0.0,114.1239302,22.60219986,6.0,6.0,6.0
University City Inn,Shenzhen,76.5,Economy,2.0,3,3.0,0.0,113.968765,22.583092,6.0,6.0,6.0
Meizhou Hotel,Shenzhen,240.0,Economy,2.0,8,5.0,2.0,113.984383,22.559267,6.0,6.0,6.0
Shenzhen Kaicheng Hotel Apartments,Shenzhen,441.0,Economy,2.0,3,3.0,0.0,113.950668,22.542868,6.0,6.0,6.0
Hengkang Apartment,Shenzhen,150.0,Economy,2.0,8,7.0,1.0,114.039579,22.610063,6.0,6.0,6.0
Everyday Apartment,Shenzhen,183.0,Economy,2.0,14,10.0,2.0,114.035296,22.617255,6.0,6.0,6.0
Xingfeng Fashion Hotel,Shenzhen,195.0,Economy,2.0,13,12.0,1.0,113.953618,22.576428,6.0,6.0,6.0
Xiaozhu International Youth Hostel,Shenzhen,54.0,Economy,2.0,11,10.0,1.0,114.104931,22.546394,6.0,6.0,6.0
Rong Hotel,Shenzhen,370.5,Midscale,2.0,1,2.0,0.0,114.147849,22.603448,6.0,6.0,6.0
Cuihai Business Hotel,Shenzhen,210.0,Economy,2.0,11,7.0,3.0,113.9209,22.48839,6.0,6.0,6.0
Yalihua Hotel,Shenzhen,223.5,Economy,2.0,6,3.0,1.0,113.85172,22.5996,6.0,6.0,6.0
Celebrity Business Hotel,Shenzhen,177.0,Economy,2.0,22,15.0,2.0,114.343331,22.690158,6.0,6.0,6.0
Home Inn,Shenzhen,234.0,Economy,2.0,108,92.0,9.0,114.111786,22.607318,6.0,6.0,6.0
Jinzhimei Hotel,Shenzhen,180.0,Economy,2.0,33,18.0,8.0,114.09169,22.546306,6.0,6.0,6.0
7-day chain hotel,Shenzhen,255.0,Economy,2.0,40,27.0,7.0,114.126781,22.675322,6.0,6.0,6.0
HuiZhou Hotel,Shenzhen,205.5,Midscale,2.0,7,4.0,1.0,114.128648,22.538473,6.0,6.0,6.0
Caihai Hotel,Shenzhen,223.5,Midscale,2.0,7,3.0,1.0,114.477391,22.593796,6.0,6.0,6.0
Shenzhen Xiyong 403 Guesthouse,Shenzhen,99.0,Economy,2.0,5,5.0,0.0,114.537866,22.486022,6.0,6.0,6.0
Dongshan Business Hotel,Shenzhen,384.0,Midscale,2.0,6,5.0,0.0,114.530137,22.556798,6.0,6.0,6.0
Yafengyuan Business Hotel,Shenzhen,222.0,Economy,2.0,9,7.0,2.0,113.8797,22.58495,6.0,6.0,6.0
Jiaochangwei Emerald Bird Seaside Inn,Shenzhen,372.0,Economy,2.0,29,19.0,8.0,114.509978,22.587655,6.0,6.0,6.0
Orange Garden Hotel,Shenzhen,301.5,Midscale,2.0,9,5.0,4.0,113.986293,22.589794,6.0,6.0,6.0
Fast 8 Chain Hotel,Shenzhen,169.5,Economy,2.0,34,26.0,4.0,113.940229,22.679734,6.0,6.0,6.0
Home Inn,Shenzhen,244.5,Economy,2.0,50,29.0,9.0,113.918522,22.529912,6.0,6.0,6.0
Tonglin Inn,Shenzhen,169.5,Economy,2.0,146,81.0,36.0,114.127066,22.550246,6.0,6.0,6.0
City Abundance Hotel,Shenzhen,166.5,Economy,2.0,10,7.0,3.0,114.0158,22.66061,6.0,6.0,6.0
Yidao Business Apartment,Shenzhen,156.0,Economy,2.0,13,7.0,4.0,113.9487,22.58793,6.0,6.0,6.0
Mio Count Hotel,Shenzhen,345.0,Midscale,2.0,67,36.0,13.0,114.0999,22.563828,6.0,6.0,6.0
7-Day Premium Hotel,Shenzhen,289.5,Economy,2.0,9,7.0,1.0,113.995658,22.674173,6.0,6.0,6.0
Nuomeng Hotel,Shenzhen,255.0,Midscale,2.0,102,70.0,15.0,114.057817,22.65884,6.0,6.0,6.0
Mingxingwang Hotel,Shenzhen,120.0,Economy,2.0,11,4.0,3.0,114.087409,22.533529,6.0,6.0,6.0
E-Home Youth Hostel,Shenzhen,54.0,Economy,2.0,5,4.0,1.0,113.944411,22.541229,6.0,6.0,6.0
Style Hotel style Apartment,Shenzhen,280.5,Economy,2.0,8,9.0,0.0,114.096896,22.539003,6.0,6.0,6.0
Meide Hotel,Shenzhen,253.5,Economy,2.0,8,4.0,2.0,113.937757,22.678847,6.0,6.0,6.0
Meide Le Hotel,Shenzhen,192.0,Economy,2.0,12,10.0,1.0,114.122834,22.669419,6.0,6.0,6.0
City Inn Hotel Apartments,Shenzhen,372.0,Economy,2.0,21,16.0,4.0,114.107389,22.544284,6.0,6.0,6.0
Songqiao Hotel,Shenzhen,396.0,Upscale,2.0,43,30.0,4.0,113.846454,22.768951,6.0,6.0,6.0
Meiyi Hotel,Shenzhen,364.5,Economy,2.0,64,28.0,25.0,114.057319,22.527243,6.0,6.0,6.0
Ruyi Apartment,Shenzhen,264.0,Economy,2.0,15,8.0,4.0,114.063331,22.519462,6.0,6.0,6.0
Neighbor's Courtyard,Shenzhen,219.0,Economy,2.0,3,3.0,0.0,114.537293,22.484925,6.0,6.0,6.0
Guangjun International Hotel,Shenzhen,282.0,Midscale,2.0,49,24.0,13.0,114.116569,22.533158,6.0,6.0,6.0
Tianhuiduo Business Hotel,Shenzhen,117.0,Economy,2.0,5,3.0,1.0,114.00425,22.73188,6.0,6.0,6.0
Shenzhen Slow Station International Youth Hostel,Shenzhen,97.5,Economy,2.0,3,3.0,0.0,114.057528,22.527695,6.0,6.0,6.0
7-day chain hotel,Shenzhen,211.5,Economy,2.0,91,58.0,20.0,113.84776,22.610898,6.0,6.0,6.0
Shenzhen Kailong International Hotel,Shenzhen,435.0,Upscale,2.0,44,33.0,7.0,114.029809,22.651678,6.0,6.0,6.0
Jiaxi Hotel,Shenzhen,297.0,Upscale,2.0,4,3.0,0.0,113.853356,22.604014,6.0,6.0,6.0
Shenzhen Xiaoman Apartment,Shenzhen,181.5,Economy,2.0,1,0.0,0.0,114.064875,22.528141,6.0,6.0,6.0
Golden Dragon Hotel,Shenzhen,171.0,Economy,2.0,16,9.0,3.0,114.042801,22.612783,6.0,6.0,6.0
Liangyi Business Hotel,Shenzhen,265.5,Economy,2.0,53,39.0,9.0,113.917685,22.516966,6.0,6.0,6.0
Weston Garden Hotel,Shenzhen,324.0,Economy,2.0,19,15.0,0.0,113.836719,22.604008,6.0,6.0,6.0
Jinzhishan Business Hotel,Shenzhen,192.0,Midscale,2.0,37,21.0,8.0,114.092018,22.546316,6.0,6.0,6.0
Seaside Moon Tower Hotel,Shenzhen,463.5,Economy,2.0,35,28.0,6.0,113.93202,22.515123,6.0,6.0,6.0
Shunbo Hotel,Shenzhen,172.5,Economy,2.0,50,23.0,19.0,114.122512,22.545835,6.0,6.0,6.0
7-day chain hotel,Shenzhen,244.5,Economy,2.0,95,63.0,13.0,113.870726,22.58043,6.0,6.0,6.0
7-day chain hotel,Shenzhen,247.5,Economy,2.0,23,22.0,2.0,114.263924,22.722359,6.0,6.0,6.0
Shenzhen Xianghai Youth Hostel Apartment,Shenzhen,165.0,Economy,2.0,1,2.0,0.0,114.31021,22.60092,6.0,6.0,6.0
GreenTree Inn Express Hotel,Shenzhen,226.5,Economy,2.0,125,91.0,20.0,114.118488,22.600052,6.0,6.0,6.0
Sulu Hotel,Shenzhen,192.0,Economy,2.0,2,1.0,1.0,114.275515,22.729008,6.0,6.0,6.0
Shenzhen Xinqiqi Youth Hostel,Shenzhen,117.0,Economy,2.0,15,12.0,0.0,114.072749,22.515784,6.0,6.0,6.0
Longjun Business Hotel,Shenzhen,252.0,Economy,2.0,9,7.0,1.0,113.904057,22.729401,6.0,6.0,6.0
Lingnan Jiayuan Chain Hotel,Shenzhen,276.0,Economy,2.0,38,28.0,5.0,114.109425,22.55262,6.0,6.0,6.0
Xinghongyuan Business Hotel,Shenzhen,147.0,Economy,2.0,8,5.0,3.0,114.127659,22.667765,6.0,6.0,6.0
Shenzhen Shahe Century Holiday Hotel Apartments,Shenzhen,469.5,Economy,2.0,4,3.0,1.0,113.972175,22.53906,6.0,6.0,6.0
Outlets Seaside Resort Apartments,Shenzhen,258.0,Midscale,2.0,3,4.0,0.0,114.308568,22.596439,6.0,6.0,6.0
Shenzhen Hailan Fashion Chain Hotel Apartments,Shenzhen,274.5,Economy,2.0,5,5.0,0.0,114.122363,22.601541,6.0,6.0,6.0
7-day chain hotel,Shenzhen,334.5,Economy,2.0,64,31.0,20.0,114.013249,22.535921,6.0,6.0,6.0
Yuanfeng Hotel,Shenzhen,297.0,Midscale,2.0,22,12.0,5.0,114.117361,22.607242,6.0,6.0,6.0
Century Mansion Apartment,Shenzhen,334.5,Upscale,2.0,6,4.0,1.0,114.109025,22.54917,6.0,6.0,6.0
Fengju Business Inn,Shenzhen,183.0,Midscale,2.0,22,15.0,2.0,113.835519,22.632988,6.0,6.0,6.0
Quality hotel,Shenzhen,195.0,Economy,2.0,22,12.0,7.0,114.104905,22.552778,6.0,6.0,6.0
Summer Flower Boutique Homestay,Shenzhen,2556.0,Economy,2.0,7,7.0,0.0,114.425331,22.60327,6.0,6.0,6.0
7-day chain hotel,Shenzhen,273.0,Economy,2.0,41,26.0,12.0,114.109718,22.550299,6.0,6.0,6.0
69 Youth Hostel,Shenzhen,30.0,Economy,2.0,2,2.0,0.0,114.023387,22.651934,6.0,6.0,6.0
Jinpeng Hotel,Shenzhen,331.5,Midscale,2.0,63,39.0,13.0,114.023701,22.652815,6.0,6.0,6.0
Lantian Hotel,Shenzhen,163.5,Economy,2.0,4,4.0,0.0,113.898005,22.566112,6.0,6.0,6.0
Weikeduo Hotel Apartments,Shenzhen,429.0,Economy,2.0,4,3.0,0.0,113.919001,22.490166,6.0,6.0,6.0
Xindi Holiday Hotel,Shenzhen,372.0,Midscale,2.0,9,6.0,1.0,114.50563,22.565739,6.0,6.0,6.0
She will chain hotel style apartments,Shenzhen,357.0,Economy,2.0,15,9.0,3.0,114.104366,22.537706,6.0,6.0,6.0
Xinmingdu Hotel,Shenzhen,199.5,Economy,2.0,7,6.0,1.0,113.879724,22.57301,6.0,6.0,6.0
Urban Convenience Hotel,Shenzhen,216.0,Economy,2.0,37,32.0,3.0,113.848231,22.769021,6.0,6.0,6.0
Starry Sky Boutique Apartment,Shenzhen,271.5,Midscale,2.0,3,2.0,1.0,114.1107227,22.54274159,6.0,6.0,6.0
Colourful Inn,Shenzhen,409.5,Economy,2.0,49,34.0,7.0,114.03197,22.614929,6.0,6.0,6.0
Ruige Business Apartment Hotel,Shenzhen,792.0,Midscale,2.0,9,7.0,0.0,114.047527,22.524183,6.0,6.0,6.0
To Youth Hostel,Shenzhen,72.0,Economy,2.0,12,11.0,0.0,113.967147,22.540557,6.0,6.0,6.0
Silver Sea Hotel,Shenzhen,87.0,Economy,2.0,1,1.0,0.0,113.862351,22.579296,6.0,6.0,6.0
kaili hotel,Shenzhen,448.5,Midscale,2.0,60,48.0,1.0,114.121579,22.539962,6.0,6.0,6.0
Youth Rooftop Shared Apartment,Shenzhen,76.5,Economy,2.0,4,4.0,0.0,113.826355,22.72824,6.0,6.0,6.0
Comfortable Hotel,Shenzhen,217.5,Economy,2.0,6,5.0,0.0,113.797968,22.675362,6.0,6.0,6.0
Xintai Hotel,Shenzhen,177.0,Economy,2.0,1,1.0,0.0,113.829848,22.635622,6.0,6.0,6.0
Hilton Garden Inn Shenzhen Guangming,Shenzhen,528.0,Upscale,2.0,14,10.0,4.0,113.861592,22.784497,6.0,6.0,6.0
Yunji Hotel,Shenzhen,222.0,Economy,2.0,20,12.0,1.0,113.908453,22.558829,6.0,6.0,6.0
GreenTree Inn Shell Hotel,Shenzhen,247.5,Economy,2.0,14,8.0,4.0,114.195837,22.647364,6.0,6.0,6.0
Shenzhen Hetang Inn,Shenzhen,345.0,Economy,2.0,2,1.0,0.0,114.50621,22.592018,6.0,6.0,6.0
Spring Inn,Shenzhen,316.5,Midscale,2.0,6,5.0,0.0,114.509457,22.589207,6.0,6.0,6.0
Livable Business Hotel,Shenzhen,135.0,Economy,2.0,10,9.0,1.0,113.902248,22.784214,6.0,6.0,6.0
Seven Orange Hotel,Shenzhen,178.5,Economy,2.0,20,17.0,3.0,114.063477,22.657741,6.0,6.0,6.0
Jiayue Hotel,Shenzhen,177.0,Economy,2.0,11,8.0,2.0,113.803247,22.75644,6.0,6.0,6.0
Ruichen Hotel,Shenzhen,177.0,Economy,2.0,11,7.0,5.0,113.927716,22.490313,6.0,6.0,6.0
Hongye Hotel,Shenzhen,270.0,Economy,2.0,19,16.0,1.0,114.270469,22.588316,6.0,6.0,6.0
Lezhu Inn,Shenzhen,315.0,Economy,2.0,18,17.0,1.0,114.538996,22.485108,6.0,6.0,6.0
Danfeng Theme Hotel,Shenzhen,310.5,Economy,2.0,12,10.0,2.0,113.994779,22.67443,6.0,6.0,6.0
7-day chain hotel,Shenzhen,289.5,Economy,2.0,17,12.0,3.0,113.956383,22.576098,6.0,6.0,6.0
IU Hotel,Shenzhen,267.0,Economy,2.0,5,3.0,0.0,114.429497,22.632795,6.0,6.0,6.0
Hualing Hotel,Shenzhen,193.5,Economy,2.0,9,8.0,0.0,113.92033,22.506331,6.0,6.0,6.0
Rose Coast Leisure Residence Boutique Homestay,Shenzhen,394.5,Economy,2.0,3,0.0,2.0,114.375208,22.611002,6.0,6.0,6.0
Yuefeng Hotel,Shenzhen,267.0,Economy,2.0,15,12.0,2.0,113.868358,22.58232,6.0,6.0,6.0
Shenzhen Slow Cocoa Inn,Shenzhen,295.5,Economy,2.0,18,15.0,1.0,114.509745,22.588211,6.0,6.0,6.0
Time Express Hotel,Shenzhen,147.0,Economy,2.0,7,4.0,0.0,114.150913,22.608523,6.0,6.0,6.0
Longxin Hotel,Shenzhen,132.0,Economy,2.0,6,4.0,1.0,113.968423,22.544326,6.0,6.0,6.0
Shenzhen Comfort Hotel,Shenzhen,151.5,Economy,2.0,76,42.0,23.0,114.231608,22.700136,6.0,6.0,6.0
Dameisha Sea View Resort Apartment,Shenzhen,348.0,Economy,2.0,6,5.0,1.0,114.305364,22.591726,6.0,6.0,6.0
Jinxiang Hotel,Shenzhen,268.5,Economy,2.0,27,6.0,17.0,113.879439,22.562808,6.0,6.0,6.0
Jinmin'an Business Hotel,Shenzhen,285.0,Economy,2.0,21,15.0,5.0,114.076823,22.626836,6.0,6.0,6.0
Xichong Sea Cabin,Shenzhen,286.5,Economy,2.0,24,15.0,7.0,114.530201,22.467888,6.0,6.0,6.0
3 Best Hotels in Vienna,Shenzhen,490.5,Economy,2.0,23,22.0,3.0,113.994993,22.676201,6.0,6.0,6.0
Shenzhen Lianyun Sea View Hotel Apartments,Shenzhen,465.0,Upscale,2.0,4,3.0,1.0,114.305339,22.591958,6.0,6.0,6.0
Pengcheng Bay Hotel,Shenzhen,115.5,Economy,2.0,15,8.0,4.0,113.900045,22.773127,6.0,6.0,6.0
No.1 Apartment Hotel,Shenzhen,261.0,Economy,2.0,36,14.0,15.0,113.973311,22.540401,6.0,6.0,6.0
Jinjiang Star Fashion,Shenzhen,253.5,Economy,2.0,56,31.0,10.0,113.898774,22.561786,6.0,6.0,6.0
UrBeautiful International Youth Hostel Shenzhen,Shenzhen,142.5,Economy,2.0,4,3.0,1.0,113.938665,22.519646,6.0,6.0,6.0
Xingyu Space Capsule Youth Apartment,Shenzhen,114.0,Economy,2.0,24,20.0,3.0,114.072415,22.536296,6.0,6.0,6.0
Dream like themed inn,Shenzhen,193.5,Economy,2.0,11,10.0,0.0,114.529806,22.468782,6.0,6.0,6.0
Oriental Inn,Shenzhen,327.0,Economy,2.0,7,8.0,0.0,114.519008,22.59329,6.0,6.0,6.0
Livable Hotel,Shenzhen,162.0,Economy,2.0,21,19.0,1.0,113.871851,22.78114,6.0,6.0,6.0
Shenzhen Yashe Apartment,Shenzhen,336.0,Economy,2.0,3,3.0,0.0,114.107328,22.544464,6.0,6.0,6.0
Golden Valley Hotel,Shenzhen,169.5,Economy,2.0,22,9.0,11.0,114.034539,22.519454,6.0,6.0,6.0
Green Apple Apartment,Shenzhen,166.5,Economy,2.0,4,2.0,2.0,114.025405,22.616746,6.0,6.0,6.0
Galaxy Hotel Apartments,Shenzhen,229.5,Economy,2.0,7,5.0,1.0,113.950023,22.55932,6.0,6.0,6.0
Xichong Mint Garden Inn,Shenzhen,217.5,Economy,2.0,10,9.0,0.0,114.537571,22.484938,6.0,6.0,6.0
Haidu Business Hotel,Shenzhen,177.0,Economy,2.0,4,3.0,1.0,114.060193,22.630347,6.0,6.0,6.0
Sheraton Youth Hostel,Shenzhen,46.5,Economy,2.0,4,3.0,0.0,114.12363,22.601653,6.0,6.0,6.0
Next stop: Youth Hostel,Shenzhen,66.0,Economy,2.0,4,4.0,0.0,114.016282,22.637126,6.0,6.0,6.0
Starry Sky Boutique Apartment,Shenzhen,451.5,Upscale,2.0,6,3.0,0.0,114.110722,22.542741,6.0,6.0,6.0
Nanmen Inn,Shenzhen,162.0,Economy,2.0,2,1.0,0.0,114.513668,22.59352,6.0,6.0,6.0
Mango Inn,Shenzhen,223.5,Economy,2.0,3,2.0,1.0,114.514314,22.594198,6.0,6.0,6.0
00:03 Theme Party Villa,Shenzhen,882.0,Economy,2.0,1,1.0,0.0,114.499194,22.566344,6.0,6.0,6.0
Urban boutique hotels,Shenzhen,163.5,Economy,2.0,4,5.0,0.0,113.88179,22.788362,6.0,6.0,6.0
Bedding Business Apartment,Shenzhen,991.5,Economy,2.0,1,1.0,0.0,113.95665,22.544194,6.0,6.0,6.0
Yage Love Nest Apartment,Shenzhen,603.0,Economy,2.0,2,2.0,0.0,113.972642,22.538234,6.0,6.0,6.0
Green Holiday Business Hotel,Shenzhen,412.5,Midscale,2.0,45,26.0,8.0,114.070174,22.548908,6.0,6.0,6.0
Minjiang Hotel,Shenzhen,406.5,Economy,2.0,18,9.0,5.0,114.0686,22.53353,6.0,6.0,6.0
Shenzhen Qianfu Hotel,Shenzhen,282.0,Economy,2.0,21,16.0,2.0,113.931205,22.678098,6.0,6.0,6.0
Dameisha Warm Sea View Resort Apartment,Shenzhen,339.0,Midscale,2.0,7,5.0,2.0,114.305394,22.591527,6.0,6.0,6.0
Caribbean International Youth Hostel,Shenzhen,58.5,Economy,2.0,13,11.0,1.0,114.044292,22.59898,6.0,6.0,6.0
Jiangshui Small Town Inn,Shenzhen,229.5,Economy,2.0,17,9.0,4.0,114.148903,22.55112,6.0,6.0,6.0
Shenzhen Shengdi Bay Hotel,Shenzhen,433.5,Upscale,2.0,33,29.0,2.0,113.90008,22.793626,6.0,6.0,6.0
A room with a view,Shenzhen,48.0,Economy,2.0,1,1.0,0.0,114.059613,22.601052,6.0,6.0,6.0
3 Best Hotels in Vienna,Shenzhen,298.5,Economy,2.0,37,34.0,1.0,114.327765,22.766095,6.0,6.0,6.0
Silver Spring Hotel,Shenzhen,259.5,Midscale,2.0,76,30.0,29.0,114.10378,22.557441,6.0,6.0,6.0
Shenzhen Zhulang Inn,Shenzhen,268.5,Economy,2.0,6,6.0,0.0,114.539352,22.485842,6.0,6.0,6.0
Gala Space Homestay,Shenzhen,237.0,Economy,2.0,14,14.0,1.0,114.426336,22.603079,6.0,6.0,6.0
Jinfu Lai Business Hotel,Shenzhen,321.0,Economy,2.0,33,24.0,4.0,114.053281,22.523634,6.0,6.0,6.0
Haina Hotel,Shenzhen,211.5,Economy,2.0,7,5.0,0.0,114.001,22.6758,6.0,6.0,6.0
Chenqi Youth Hostel,Shenzhen,58.5,Economy,2.0,4,3.0,0.0,114.11855,22.534111,6.0,6.0,6.0
Dapeng Intangible Cultural Heritage Village Inn,Shenzhen,366.0,Upscale,2.0,11,10.0,1.0,114.517086,22.597787,6.0,6.0,6.0
City friendly hotels,Shenzhen,178.5,Economy,2.0,11,7.0,5.0,113.951629,22.576082,6.0,6.0,6.0
Jinma Fashion Hotel,Shenzhen,304.5,Economy,2.0,31,16.0,7.0,114.102311,22.538314,6.0,6.0,6.0
Junyi Hotel,Shenzhen,169.5,Economy,2.0,13,10.0,1.0,113.860148,22.578507,6.0,6.0,6.0
Spring Tide Business Hotel,Shenzhen,261.0,Economy,2.0,43,32.0,4.0,113.904986,22.580724,6.0,6.0,6.0
7-day chain hotel,Shenzhen,253.5,Economy,2.0,93,49.0,29.0,114.124015,22.536844,6.0,6.0,6.0
Sun Moon Hotel,Shenzhen,147.0,Economy,2.0,5,3.0,1.0,113.843418,22.796099,6.0,6.0,6.0
Shenzhen Mingting Hotel,Shenzhen,450.0,Midscale,2.0,48,29.0,14.0,113.926997,22.520889,6.0,6.0,6.0
Fubanhao Hotel,Shenzhen,238.5,Midscale,2.0,22,18.0,0.0,113.871771,22.567685,6.0,6.0,6.0
Lishan Bay Business Hotel,Shenzhen,271.5,Economy,2.0,10,10.0,1.0,113.906031,22.510694,6.0,6.0,6.0
Jingmingda Hotel,Shenzhen,528.0,Midscale,2.0,87,51.0,16.0,114.04826,22.55219,6.0,6.0,6.0
Huangting Business Hotel,Shenzhen,222.0,Economy,2.0,23,10.0,9.0,113.980559,22.561081,6.0,6.0,6.0
Maple Leaf Osmanthus Garden Business Apartment,Shenzhen,312.0,Midscale,2.0,100,44.0,20.0,113.925221,22.523032,6.0,6.0,6.0
Yongmeizi Sauna Hotel,Shenzhen,219.0,Economy,2.0,5,4.0,1.0,114.125287,22.543057,6.0,6.0,6.0
Jinpeng Business Hotel,Shenzhen,264.0,Economy,2.0,24,19.0,4.0,114.045423,22.557055,6.0,6.0,6.0
Lanjingjing Hotel,Shenzhen,252.0,Economy,2.0,8,9.0,0.0,114.105462,22.654457,6.0,6.0,6.0
Shenzhen Hong Kong Hui Fanxi Service Apartment,Shenzhen,384.0,Upscale,2.0,20,11.0,6.0,114.057834,22.570817,6.0,6.0,6.0
Taizi Hotel,Shenzhen,414.0,Midscale,2.0,22,12.0,7.0,113.914059,22.48369,6.0,6.0,6.0
Chemical Industry Hotel,Shenzhen,303.0,Upscale,2.0,17,7.0,5.0,114.129617,22.567564,6.0,6.0,6.0
Shangpinyou Chain Hotel,Shenzhen,208.5,Economy,2.0,16,13.0,1.0,113.841254,22.739337,6.0,6.0,6.0
Houston Leisure Inn,Shenzhen,297.0,Economy,2.0,15,13.0,2.0,114.358903,22.607071,6.0,6.0,6.0
Fuzhiyuan Business Hotel,Shenzhen,183.0,Economy,2.0,11,7.0,1.0,114.247408,22.725988,6.0,6.0,6.0
Urban Convenience Hotel,Shenzhen,298.5,Economy,2.0,11,10.0,1.0,114.041868,22.644724,6.0,6.0,6.0
Haitao Hotel,Shenzhen,520.5,Midscale,2.0,29,19.0,5.0,113.913022,22.479293,6.0,6.0,6.0
Shangke You Express Hotel,Shenzhen,253.5,Economy,2.0,44,40.0,1.0,113.831662,22.637416,6.0,6.0,6.0
City Express Hotel,Shenzhen,166.5,Economy,2.0,7,5.0,1.0,114.255691,22.718625,6.0,6.0,6.0
Kmc Holiday Hotel,Shenzhen,171.0,Economy,2.0,54,29.0,10.0,114.253393,22.715352,6.0,6.0,6.0
Baiyue Hotel,Shenzhen,252.0,Midscale,2.0,19,16.0,2.0,113.907805,22.758975,6.0,6.0,6.0
Shenzhen Season Haiyu Sea View Inn,Shenzhen,208.5,Economy,2.0,3,2.0,0.0,114.425488,22.603373,6.0,6.0,6.0
YEM Hotel style Apartment,Shenzhen,294.0,Economy,2.0,1,0.0,0.0,113.962085,22.580623,6.0,6.0,6.0
Gemstone Business Hotel,Shenzhen,88.5,Economy,2.0,18,13.0,2.0,113.931043,22.674626,6.0,6.0,6.0
